SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
7507,Swati Kerkar,SOUTH GOA,AAP,0,12th Pass,"Rs 6,93,648","Rs 0, "
7508,Syamalakumari,THIRUVANANTHAPURAM,IND,0,5th Pass,Nil,"Rs 0, "
7509,Syed Abdul Gaffer,HYDERABAD,IND,0,12th Pass,"Rs 1,09,250","Rs 0, "
7510,Syed Abid Ahmad Shah,ANANTNAG,JKNPP,0,10th Pass,"Rs 20,974","Rs 0, "
7511,Syed Abu Dojana,SITAMARHI,SP,0,Graduate,"Rs 6,63,53,562","Rs 0, "
7512,Syed Alamdar Hussain,ARARIA,IND,0,12th Pass,"Rs 36,10,000","Rs 0, "
7513,Syed Ali Husain,LUCKNOW,IND,0,Literate,"Rs 14,62,000","Rs 0, "
7514,Syed Arif,KOPPAL,BSP,,12th Pass,"Rs 10,000","Rs 5,000, "
7515,Syed Asif Bukhaari,BANGALORE CENTRAL,IND,0,12th Pass,"Rs 3,25,897","Rs 0, "
7516,Syed Haneef,NELLORE,Jai Samaikyandhra Party,,Post Graduate,"Rs 4,80,73,859","Rs 45,39,500, "
7517,Syed Hashmathullah Quadri,CHEVELLA,IUML,0,10th Pass,"Rs 4,29,27,651","Rs 10,30,000, "
7518,Syed Jawed Ahmad Jafri,LUCKNOW,AAP,0,12th Pass,"Rs 26,65,71,149","Rs 6,30,35,459, "
7519,Syed Kalbe Rushaid Rizvi,AMROHA,AAP,0,Others,"Rs 57,09,549","Rs 25,000, "
7520,Syed Madani Quadri,SECUNDERABAD,IND,0,12th Pass,"Rs 50,000","Rs 0, "
7521,Syed Md Wasim Raza,KOLKATA DAKSHIN ,All India Minorities Front,0,12th Pass,"Rs 48,000","Rs 0, "
7522,Syed Mehaboob,BANGALORE SOUTH,JD(U),0,12th Pass,"Rs 55,72,310","Rs 0, "
7523,Syed Mohd Rafiq Shah,BARAMULLA,JKNPP,0,Post Graduate,"Rs 18,08,145","Rs 8,00,000, "
7524,Syed Mohd. Kazim,LADAKH,IND,0,10th Pass,"Rs 64,30,164","Rs 0, "
7525,Syed Mohideen.A.G.,CUDDALORE,AAP,0,Graduate,"Rs 2,30,90,724","Rs 33,40,000, "
7526,Syed Mustafa Mahmood,HYDERABAD,Majlis Bachao Tahreek,0,12th Pass,"Rs 4,00,000","Rs 0, "
7527,Syed Nizam Ahmed,INDORE,IND,0,12th Pass,"Rs 24,25,000","Rs 0, "
7528,Syed Rafiq Ahmed,BANGALORE SOUTH,IND,0,5th Pass,"Rs 19,81,000","Rs 0, "
7529,Syed Sajid Ali,SECUNDERABAD,Yuvajana Sramika Rythu Congress Party,,Graduate Professional,"Rs 36,71,549","Rs 0, "
7530,Syed Salman Ali,RAMPUR,AAP,0,Graduate,"Rs 21,18,955","Rs 0, "
7531,Syed Shah Iqbal Alam,PURNIA,Bhartiya Ekta Manch Party,0,12th Pass,"Rs 1,82,01,000","Rs 0, "
7532,Syed Shahnawaz Hussain,BHAGALPUR,BJP,0,10th Pass,"Rs 4,70,44,000","Rs 1,40,07,000, "
7533,Syed Waheed,BIDAR,Bahujan Mukti Party,,10th Pass,"Rs 14,25,000","Rs 0, "
7534,Syopat Ram,CHURU,Bharatiya Sant Mat Party,0,10th Pass,"Rs 2,02,400","Rs 0, "
7535,T D Baburajan,CHALAKUDY,IND,0,12th Pass,"Rs 52,78,500","Rs 1,80,000, "
7536,T S Balakrishnan,ALAPPUZHA,IND,0,12th Pass,Rs 50,"Rs 0, "
7537,T V Manjunatha Gowda,CHIKKBALLAPUR,IND,0,10th Pass,"Rs 77,18,000","Rs 3,00,000, "
7538,T. Dayananda,CHITRADURGA,IND,0,5th Pass,"Rs 34,83,000","Rs 30,000, "
7539,T. Dhanasekar,CHENNAI SOUTH,National Organisation Congress,0,Graduate Professional,"Rs 30,60,000","Rs 0, "
7540,T. E. Moses,BANGALORE SOUTH,IND,0,Not Given,"Rs 79,63,850","Rs 0, "
7541,T. Kuldeep Choudary,ANANTAPUR,Samaikya Telugu Rajyam,0,Graduate Professional,"Rs 9,13,31,000","Rs 6,36,000, "
7542,T. L. Santhosh,THRISSUR,IND,,Not Given,"Rs 75,97,000","Rs 5,30,000, "
7543,T. Ponnusamy,CHENNAI SOUTH,IND,0,8th Pass,"Rs 2,47,855","Rs 0, "
7544,T. Ravikumar,CHENNAI CENTRAL,IND,0,8th Pass,"Rs 1,16,000","Rs 0, "
7545,T.Ayyappan,PONNANI,BSP,0,Post Graduate,"Rs 33,24,000","Rs 0, "
7546,T.Bhavana,CHITRADURGA,IND,0,10th Pass,"Rs 1,00,000","Rs 0, "
7547,T.Bheemsen,SECUNDERABAD,TRS,0,Graduate Professional,"Rs 3,64,54,841","Rs 60,00,000, "
7548,T.D. Jagadeesha,HASSAN,IND,0,10th Pass,"Rs 20,000","Rs 0, "
7549,T.K. Ramajayam,CHENNAI SOUTH,IND,0,Graduate Professional,"Rs 53,12,700","Rs 0, "
7550,T.K.S.Elangovan,CHENNAI SOUTH,DMK,0,Post Graduate,"Rs 2,04,82,886","Rs 6,75,903, "
7551,T.K.Tomy,IDUKKI,CPI(ML) Red star,0,Others,"Rs 4,04,000","Rs 0, "
7552,T.N.Bharath Nachiappan,MADURAI,INC,0,Post Graduate,"Rs 55,59,753","Rs 0, "
7553,T.Ramachandiran,KALLAKURICHI,IND,0,5th Pass,"Rs 52,095","Rs 0, "
7554,T.Ramasamy,MADURAI,IND,0,5th Pass,"Rs 1,18,530","Rs 0, "
7555,T.S.Chaitanya,BANGALORE NORTH,IND,0,Others,"Rs 12,03,291","Rs 0, "
7556,T.S.Senthilkumar,TIRUPPUR,IND,0,10th Pass,"Rs 1,30,600","Rs 0, "
7557,T.Siddique,KASARAGOD,INC,,Graduate Professional,"Rs 67,79,637","Rs 18,49,149, "
7558,T.Sivagnanasambandan,CUDDALORE,IND,0,Post Graduate,"Rs 84,96,700","Rs 30,000, "
7559,T.Somesh,CHITRADURGA,IND,0,5th Pass,"Rs 54,88,000","Rs 0, "
7560,Taba Taku,ARUNACHAL WEST,Lok Bharati,0,Graduate,"Rs 62,00,000","Rs 0, "
7561,Tadas Vilas Krushnaji,WARDHA,IND,0,Graduate,"Rs 31,18,896","Rs 0, "
7562,Tadivaka Ramesh Naidu,VIZIANAGARAM,Jai Samaikyandhra Party,0,Graduate,"Rs 91,00,000","Rs 27,00,000, "
7563,Tagaram Shankar Lal,PEDDAPALLE,BSP,,Post Graduate,"Rs 6,90,600","Rs 0, "
7564,Takam Sanjoy,ARUNACHAL WEST,INC,0,Graduate,"Rs 10,59,15,042","Rs 0, "
7565,Tala Hansda,RAJMAHAL,IND,0,8th Pass,"Rs 17,14,000","Rs 0, "
7566,Talari Ramulu,NIZAMABAD,BSP,0,12th Pass,"Rs 5,00,000","Rs 0, "
7567,"Tamilnadu Selvam, Era.",COIMBATORE,BSP,0,5th Pass,"Rs 35,000","Rs 0, "
7568,"Tamilselvan, K.",COIMBATORE,IND,0,Graduate Professional,"Rs 4,25,000","Rs 0, "
7569,Tamilselvi.S,THANJAVUR,CPI(M),0,Post Graduate,"Rs 2,21,758","Rs 0, "
7570,Tamradwaj Sahu,DURG,INC,0,12th Pass,"Rs 2,10,02,226","Rs 17,77,720, "
7571,Tanajirao Jagannath Jadhav(Chinchanikar),SANGLI,IND,0,Graduate,"Rs 2,03,614","Rs 76,363, "
7572,Tandale Ambaji Rao,ZAHIRABAD,IND,0,5th Pass,"Rs 19,25,935","Rs 35,544, "
7573,Tanish Orang,LAKHIMPUR,CPI(ML)L,0,8th Pass,"Rs 2,95,642","Rs 0, "
7574,Tanuku Divakar,VISAKHAPATNAM,IND,0,Post Graduate,"Rs 11,52,000","Rs 7,00,000, "
7575,Tanveer Hussain,BARAMULLA,IND,0,Graduate,"Rs 15,50,000","Rs 12,00,000, "
7576,Tanveer Hussain Khan,ANANTNAG,IND,0,Graduate Professional,"Rs 2,32,00,000","Rs 0, "
7577,Tanvir Maqbool Dar,ANANTNAG,AAP,0,Graduate Professional,"Rs 1,68,21,474","Rs 39,59,860, "
7578,Tapan Dasgupta,VADODARA,SUCI(C),0,Graduate Professional,"Rs 1,91,809","Rs 0, "
7579,Tapan Kumar Mahato,PURULIA,JMM,,8th Pass,"Rs 7,21,575","Rs 50,000, "
7580,Tapan Kumar Saha,BOLPUR,INC,0,Graduate,"Rs 47,78,715","Rs 5,76,297, "
7581,Tapan Naskar,MATHURAPUR,BJP,0,Graduate,"Rs 9,70,000","Rs 0, "
7582,Tapan Sikdar,DUM DUM,BJP,0,Graduate,"Rs 59,08,115","Rs 0, "
7583,Tapas Mandal,RANAGHAT,AITC,0,Doctorate,"Rs 81,69,115","Rs 23,83,416, "
7584,Tapas Paul,KRISHNANAGAR,AITC,,Graduate,"Rs 2,78,29,669","Rs 0, "
7585,Tapas Sarkar,BARRACKPUR,BSP,0,12th Pass,"Rs 18,610","Rs 0, "
7586,Tapas Sinha,KANTHI,CPI(M),0,Graduate,"Rs 12,58,846","Rs 6,39,590, "
7587,Taphir Husain,BUXAR,Hindustan Vikas Dal,0,5th Pass,"Rs 3,10,000","Rs 0, "
7588,Tapir Gao,ARUNACHAL EAST,BJP,0,Post Graduate,"Rs 8,23,70,000","Rs 3,00,000, "
7589,Tara Singh,RAIGARH,AAP,0,Graduate,"Rs 56,23,449","Rs 3,00,000, "
7590,Tara Singh Gill,JALANDHAR,Bahujan Samaj Party (Ambedkar),0,5th Pass,"Rs 7,66,660","Rs 4,00,000, "
7591,Taranga Mondal,JAYNAGAR,AIUDF,0,Others,"Rs 29,25,569","Rs 0, "
7592,Tarani Bhoi,SAMBALPUR,Paschimanchal Vikas Party,0,10th Pass,"Rs 25,87,176","Rs 5,47,876, "
7593,Tarani Roy,BISHNUPUR,IND,0,Illiterate,"Rs 99,000","Rs 0, "
7594,Tarapada Biswas,BANGAON,Amra Bangalee,0,12th Pass,"Rs 1,06,24,418","Rs 5,55,093, "
7595,Tarch Murmu,DHANBAD,IND,0,Graduate,"Rs 19,09,310","Rs 0, "
7596,Tariq Hameed Karra,SRINAGAR,JKPDP,0,Graduate Professional,"Rs 98,45,56,436","Rs 15,00,000, "
7597,Tariq Mirza,CHANDNI CHOWK,RPI(A),0,8th Pass,"Rs 1,10,000","Rs 0, "
7598,Tariq Parvez,FARRUKHABAD,AAP,0,12th Pass,"Rs 11,41,000","Rs 0, "
7599,Tarkase Pushpa,OSMANABAD,Hindusthan Nirman Dal,0,10th Pass,"Rs 75,000","Rs 0, "
7600,Tarsem Peter,JALANDHAR,IND,0,Graduate,"Rs 4,01,029","Rs 0, "
7601,Tarsem Singh Banga,LUDHIANA,IND,,5th Pass,"Rs 20,18,300","Rs 6,50,000, "
7602,Tarun Kumar,JALORE,IND,0,10th Pass,"Rs 2,55,000","Rs 0, "
7603,Tarun Kumar Das,KARIMGANJ,AAP,0,10th Pass,"Rs 3,91,000","Rs 0, "
7604,Tarun Mukherjee,KOLKATA UTTAR,Rashtriya Janasachetan Party (R.J.P.),0,Post Graduate,"Rs 3,23,000","Rs 0, "
7605,Tarunendra Chand Patel,CHANDAULI,INC,0,Post Graduate,"Rs 31,567","Rs 0, "
7606,Tarzan Jangde,RAIPUR,IND,0,12th Pass,"Rs 5,80,000","Rs 0, "
7607,Taslim Uddin,ARARIA,RJD,,Literate,"Rs 4,23,68,468","Rs 10,26,919, "
7608,Tate Ashok Santram,BEED,Ambedkarist Republican Party,0,12th Pass,"Rs 25,000","Rs 0, "
7609,Tathagata Roy,KOLKATA DAKSHIN ,BJP,,Graduate Professional,"Rs 2,92,45,368","Rs 34,590, "
7610,Tathagata Satpathy,DHENKANAL,BJD,,Others,"Rs 3,54,34,099","Rs 0, "
7611,Tatkare Sunil Dattatrey,RAIGAD,NCP,0,Others,"Rs 10,06,43,136","Rs 24,82,602, "
7612,Tatkare Sunil Sham,RAIGAD,IND,0,12th Pass,"Rs 7,26,710","Rs 0, "
7613,Tatyaso Sitaram Tele,BARAMATI,JD(S),,Literate,"Rs 13,66,907","Rs 5,00,000, "
7614,Taviyad Dr. Prabhaben Kishorsinh,DAHOD,INC,0,Post Graduate,"Rs 2,27,78,000","Rs 0, "
7615,Teaj Singh Saini,MORADABAD,Rashtriya Samanta Dal,0,Illiterate,"Rs 4,80,000","Rs 0, "
7616,Teekam Kumar Tondre,RAIPUR,IND,0,12th Pass,"Rs 2,15,500","Rs 0, "
7617,Tej Bahadur,SHRAWASTI,IND,0,8th Pass,"Rs 8,57,392","Rs 0, "
7618,Tej Bahadur Singh,KHAGARIA,Proutist Sarva Samaj,0,Graduate,"Rs 28,64,479","Rs 0, "
7619,Tej Bahadur Yadav,BHADOHI,JD(U),0,Graduate Professional,"Rs 54,36,460","Rs 0, "
7620,Tej Pal Singh,SOUTH DELHI,IND,0,10th Pass,"Rs 27,55,320","Rs 0, "
7621,Tej Pratap,MAHARAJGANJ,IND,0,10th Pass,"Rs 1,00,46,000","Rs 0, "
7622,Tej Singh,NAGINA,Ambedkar Samaj Party,0,Graduate,"Rs 3,89,07,469","Rs 0, "
7623,Tejas Ankush Ghumare,BEED,IND,,Literate,"Rs 20,000","Rs 0, "
7624,Tejavath Bellaiah Naik,NALGONDA,AAP,0,Graduate Professional,"Rs 83,20,000","Rs 5,00,000, "
7625,Tejpal,KOTA,IND,0,Graduate,"Rs 21,12,136","Rs 0, "
7626,Tejpal Singh,RAMPUR,IND,0,12th Pass,"Rs 4,77,625","Rs 0, "
7627,Tek Chand Sonwal,JAIPUR RURAL,Ambedkarite Party of India,0,12th Pass,"Rs 33,96,640","Rs 0, "
7628,Tek Nath Dhakal,SIKKIM,Sikkim Krantikari Morcha,0,Post Graduate,"Rs 3,76,69,202","Rs 0, "
7629,Tekumudi Venkata Rao,KAKINADA,Pyramid Party of India,0,Literate,"Rs 15,99,555","Rs 4,28,000, "
7630,Tellam Venkata Rao,MAHABUBABAD,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,"Rs 70,87,000","Rs 21,00,000, "
7631,Tera Chinnapa Reddy,NALGONDA,TDP,,Doctorate,"Rs 1,26,98,15,389","Rs 3,43,99,714, "
7632,Tetari Devi,SASARAM,CPI(ML)L,0,Literate,"Rs 21,38,858","Rs 0, "
7633,Tetri Urf Sheela Devi,HAZARIBAGH,BSP,0,10th Pass,"Rs 54,12,000","Rs 3,000, "
7634,"Thaddaus Fernandez,",TIRUCHIRAPPALLI,IND,0,Post Graduate,"Rs 58,41,080","Rs 0, "
7635,Thaddeus Lakra,RANCHI,IND,0,Graduate,"Rs 52,10,000","Rs 0, "
7636,Thakare Rameshwar (Rameshwar) Sundarlal,BHANDARA GONDIYA,SP,0,10th Pass,"Rs 37,00,102","Rs 74,000, "
7637,Thakor Babaji Ravaji,BANASKANTHA,IND,0,Graduate,"Rs 1,26,68,381","Rs 0, "
7638,Thakor Babuji Dhanaji,MAHESANA,IND,,5th Pass,"Rs 4,45,500","Rs 0, "
7639,Thakor Baldevji Maganji,MAHESANA,IND,0,5th Pass,"Rs 81,24,000","Rs 0, "
7640,Thakor Bhupatji Ravaji,BANASKANTHA,IND,0,10th Pass,"Rs 9,27,000","Rs 0, "
7641,Thakor Chandrasinh Javansinh,GANDHINAGAR,IND,0,8th Pass,"Rs 37,26,000","Rs 0, "
7642,Thakor Kevalji Nathaji,MAHESANA,BSP,,Literate,"Rs 50,68,662","Rs 5,57,000, "
7643,Thakor Mansangji Punjaji,MAHESANA,Bahujan Mukti Party,,5th Pass,"Rs 30,63,558","Rs 9,00,000, "
7644,Thakor Ravaji Juhaji,GANDHINAGAR,Vishva Hindustani Sangathan,0,Literate,"Rs 34,16,000","Rs 0, "
7645,Thakor Samaratji Balvantsinh,MAHESANA,IND,0,12th Pass,"Rs 13,47,000","Rs 0, "
7646,Thakriya Ratilal Vajirbhai,VALSAD,BSP,0,5th Pass,"Rs 13,95,000","Rs 2,39,575, "
7647,Thallapalli Srinivas,PEDDAPALLE,IND,,Post Graduate,"Rs 4,20,000","Rs 0, "
7648,Thamaraiselvan.R,DHARMAPURI,DMK,0,Not Given,"Rs 1,67,22,502","Rs 0, "
7649,Thambidurai.M,KARUR,AIADMK,,Doctorate,"Rs 13,24,57,262","Rs 5,14,81,886, "
7650,"Thamilalagan, A.",KARUR,IND,0,Post Graduate,"Rs 2,90,000","Rs 0, "
7651,Thamilarima S,SIVAGANGA,AAP,0,Graduate,"Rs 4,14,12,999","Rs 0, "
7652,"Thangadurai, V.",THENI,BSP,,10th Pass,"Rs 10,30,000","Rs 0, "
7653,Thangapandian.R,DINDIGUL,IND,,12th Pass,"Rs 7,00,000","Rs 0, "
7654,Thangaraj,CHENNAI SOUTH,IND,0,Graduate,"Rs 25,500","Rs 0, "
7655,Thangaraj V,ERODE,IND,0,5th Pass,Rs 500,"Rs 0, "
7656,Thangasamy. V,NAGAPATTINAM,BSP,0,8th Pass,"Rs 10,500","Rs 0, "
7657,Thangso Baite,OUTER MANIPUR,INC,0,Post Graduate,"Rs 59,47,000","Rs 8,80,000, "
7658,Thanuskodi,VIRUDHUNAGAR,IND,0,Others,"Rs 27,72,100","Rs 5,62,000, "
7659,Thennarasu .P,RAMANATHAPURAM,IND,0,Others,"Rs 4,60,000","Rs 0, "
7660,Thennilapuram Radhakrishnan,PALAKKAD,Welfare Party Of India,0,10th Pass,"Rs 29,94,408","Rs 2,70,000, "
7661,Thevendran.T.,TIRUNELVELI,BSP,0,Graduate,"Rs 6,73,797","Rs 0, "
7662,Thiagarajan .R,RAMANATHAPURAM,IND,0,Graduate Professional,"Rs 8,50,000","Rs 0, "
7663,Thiagarajan K,SALEM,IND,0,12th Pass,"Rs 8,56,000","Rs 1,00,000, "
7664,Thimmappa Uppar,KOPPAL,Bharatiya Dr. B.R.Ambedkar Janta Party,0,10th Pass,"Rs 10,00,423","Rs 0, "
7665,Thimme Gowda,MYSORE,Sarva Janata Party,0,Literate,"Rs 12,72,000","Rs 0, "
7666,Thirumaavalavan,CHIDAMBARAM,Viduthalal Chiruthaigal Katchi,,Post Graduate,"Rs 91,95,241","Rs 16,27,119, "
7667,Thirunavukkarasu,CUDDALORE,IND,0,Post Graduate,"Rs 15,000","Rs 0, "
7668,Thirunavukkarasu. R,MAYILADUTHURAI,IND,0,Post Graduate,"Rs 4,39,25,000","Rs 0, "
7669,Thirunnavukkarasar .Su,RAMANATHAPURAM,INC,,Post Graduate,"Rs 3,47,48,520","Rs 4,69,666, "
7670,"Thirupathy, T.",VELLORE,IND,0,Post Graduate,"Rs 69,34,775","Rs 0, "
7671,"Thirusangu, A",CHIDAMBARAM,IND,0,5th Pass,"Rs 4,12,000","Rs 0, "
7672,Thomas Joseph,THIRUVANANTHAPURAM,RPI(A),0,10th Pass,"Rs 78,50,000","Rs 8,72,906, "
7673,Thopaiah C,BANGALORE RURAL,BSP,0,5th Pass,"Rs 13,15,000","Rs 2,00,000, "
7674,Thorat Anandrao Tukaram,HATKANANGLE,IND,0,Graduate,"Rs 17,40,000","Rs 0, "
7675,Thorat Dhanraj Vitthal,BEED,Maharashtra Parivartan Sena (T),0,10th Pass,"Rs 7,00,000","Rs 0, "
7676,Thorat Sunil Uttamrao,MUMBAI NORTH,AIFB,0,Graduate,"Rs 16,18,000","Rs 0, "
7677,Thota Chandra Sekhar,ELURU,Yuvajana Sramika Rythu Congress Party,0,Doctorate,"Rs 4,34,10,500","Rs 0, "
7678,Thota Venkata Narasimham,KAKINADA,TDP,0,Graduate,"Rs 1,74,95,976","Rs 1,20,000, "
7679,"Thozhar Tamilselvan, P.",PERAMBALUR,United Communist Party of India,0,Literate,"Rs 20,15,076","Rs 1,36,382, "
7680,Thulasappa Dasar,BANGALORE SOUTH,IND,0,Post Graduate,"Rs 12,80,000","Rs 0, "
7681,Thulaseedharan Pallickal,ALAPPUZHA,SDPI,,12th Pass,"Rs 1,18,200","Rs 0, "
7682,Thummar Virjibhai Keshavbhai,AMRELI,INC,,Graduate,"Rs 4,88,34,257","Rs 52,50,474, "
7683,Thuppari Narasimha Swamy,WARANGAL,Pyramid Party of India,0,10th Pass,"Rs 4,57,300","Rs 0, "
7684,Thupstan Chhewang,LADAKH,BJP,0,Graduate Professional,"Rs 1,98,52,701","Rs 80,000, "
7685,Tiger Ram Nihor,AMBEDKAR NAGAR,IND,0,8th Pass,"Rs 53,47,882","Rs 0, "
7686,Tilak Ram,GONDA,IND,0,10th Pass,"Rs 4,43,788","Rs 26,500, "
7687,Tilakdhari Prasad Singh,KODARMA,INC,0,Graduate,"Rs 46,66,034","Rs 0, "
7688,Tiliya Devi,JHANJHARPUR,AAP,,Literate,"Rs 3,01,462","Rs 25,000, "
7689,Timothy.T,MAYILADUTHURAI,IND,0,5th Pass,"Rs 5,42,922","Rs 0, "
7690,Tirthankar Ray,SREERAMPUR,CPI(M),0,Graduate,"Rs 2,48,091","Rs 0, "
7691,Tirupathi Rao Karanam,ANAKAPALLE,BSP,,Graduate Professional,"Rs 61,51,000","Rs 0, "
7692,Titar Singh,GANGANAGAR,IND,0,Literate,"Rs 41,500","Rs 0, "
7693,Toruram Meghwal,CHURU,Bahujan Mukti Party,,Literate,"Rs 8,81,700","Rs 70,000, "
7694,Tota Tejeswara Rao,SRIKAKULAM,IND,0,Graduate Professional,"Rs 1,06,000","Rs 0, "
7695,Tribhuvan Madhukar Padmakar,AURANGABAD,IND,0,12th Pass,"Rs 21,93,000","Rs 0, "
7696,Trichur Nazeer,KOZHIKODE,IND,0,10th Pass,"Rs 3,62,347","Rs 0, "
7697,Triloki Ghurahu Yadav,THANE,IND,0,8th Pass,"Rs 8,90,224","Rs 0, "
7698,Tsering Samphel,LADAKH,INC,0,12th Pass,"Rs 1,21,46,918","Rs 17,36,466, "
7699,Tufani,MACHHLISHAHR,SP,0,Graduate,"Rs 2,46,95,404","Rs 2,55,097, "
7700,Tufani Nishad,MACHHLISHAHR,INC,0,10th Pass,"Rs 36,58,000","Rs 0, "
7701,Tukadia G.R.,PORBANDAR,IND,0,Graduate Professional,"Rs 50,30,500","Rs 0, "
7702,Tukaram Baburao Mane,MUMBAI NORTH EAST,Bahujan Mukti Party,0,Others,"Rs 2,70,41,300","Rs 60,000, "
7703,Tukaram Dasu Gangawane,OSMANABAD,IND,0,10th Pass,"Rs 25,80,700","Rs 90,000, "
7704,Tula Ram,JHANSI,IND,0,10th Pass,"Rs 2,31,000","Rs 0, "
7705,Tuleshwar Singh,SURGUJA,AITC,0,Graduate,"Rs 2,60,48,526","Rs 24,83,971, "
7706,Tulla Veerender,CHEVELLA,TDP,0,Post Graduate,"Rs 62,39,75,606","Rs 13,25,16,000, "
7707,Tulsiram,AMETHI,IND,0,12th Pass,"Rs 14,42,763","Rs 1,98,000, "
7708,Tumane Gopal Ajabrao,RAMTEK,IND,0,12th Pass,"Rs 17,500","Rs 0, "
7709,Tummalapalli Satya Ramakrishna,KAKINADA,Jai Samaikyandhra Party,,Graduate,"Rs 1,63,22,137","Rs 12,82,773, "
7710,Tupsoundarya Sunita Mohan,MUMBAI NORTH EAST,IND,0,12th Pass,"Rs 15,30,000","Rs 0, "
7711,Tupsundare Balaji Bapurao,OSMANABAD,IND,0,8th Pass,"Rs 1,98,000","Rs 0, "
7712,Turab Ali,SITAPUR,IND,0,Literate,"Rs 4,33,000","Rs 0, "
7713,Tushar Jana,MEDINIPUR,SUCI(C),0,12th Pass,"Rs 5,63,400","Rs 0, "
7714,Tusharbhai Amarsinhbhai Chaudhari,BARDOLI,INC,0,Doctorate,"Rs 6,24,30,584","Rs 4,06,995, "
7715,U K Choudhary (Munna Bhaiya),BALAGHAT,AAP,0,Post Graduate,"Rs 5,47,42,608","Rs 10,00,000, "
7716,Ubale Shrikrushna Champatrao,WARDHA,Ambedkarist Republican Party,,Graduate Professional,"Rs 9,19,000","Rs 1,10,000, "
7717,Uchit Kumar,MUNGER,IND,,12th Pass,"Rs 1,76,574","Rs 0, "
7718,Uda Venkateswararao,ELURU,IND,0,Post Graduate,"Rs 13,80,000","Rs 10,00,000, "
7719,Udaia Kumar Musuku,GUNTUR,Indian Christian Secular Party,0,Post Graduate,"Rs 44,26,24,916","Rs 9,54,406, "
7720,Udaram,PALI,IND,0,8th Pass,"Rs 65,12,500","Rs 0, "
7721,Udare Minakshi Mahadev,LATUR,IND,0,Graduate,"Rs 5,25,000","Rs 20,000, "
7722,Udasi Shivakumar Channabasappa,HAVERI,BJP,0,Graduate,"Rs 57,66,93,538","Rs 5,44,23,645, "
7723,Uday Alies Udayveer,BIJNOR,Bharatiya Momin Front,,Not Given,"Rs 16,10,000","Rs 0, "
7724,Uday Kumar Singh,WEST DELHI,Bahujan Mukti Party,0,12th Pass,"Rs 51,44,079","Rs 9,00,000, "
7725,Uday Narain Choudhary,JAMUI,JD(U),0,Graduate,"Rs 98,27,813","Rs 0, "
7726,Uday Pratap Singh,HOSHANGABAD,BJP,,Graduate,"Rs 13,33,75,092","Rs 37,75,714, "
7727,Uday Pratap Singh,HOSHANGABAD,IND,0,Graduate,"Rs 40,000","Rs 0, "
7728,Uday Singh Urf Pappu Singh,PURNIA,BJP,,12th Pass,"Rs 1,46,63,64,723","Rs 12,31,00,000, "
7729,Udayakumar S.P.,KANNIYAKUMARI,AAP,,Doctorate,"Rs 5,20,80,000","Rs 2,97,000, "
7730,Udayveer,GAUTAM BUDHHA NAGAR,Rashtriya Janta Party,0,Illiterate,"Rs 72,71,300","Rs 1,24,123, "
7731,Uddhab Barman,BARPETA,CPI(M),0,Graduate Professional,"Rs 3,18,400","Rs 0, "
7732,Uddhavrao Balwant Gaikwad,SHIRDI,IND,0,5th Pass,"Rs 2,00,900","Rs 0, "
7733,Udhav Rangrao Pawar (Patil),PARBHANI,IND,0,Graduate,"Rs 24,11,162","Rs 6,75,000, "
7734,Udhaya Kumar .M,DINDIGUL,AIADMK,0,Post Graduate,"Rs 2,78,10,000","Rs 28,00,000, "
7735,Udit Raj,NORTH WEST DELHI,BJP,,Doctorate,"Rs 4,49,02,363","Rs 0, "
7736,Udyan Sharma,MATHURA,Peace Party,,Graduate,"Rs 12,53,50,000","Rs 16,18,244, "
7737,Ugle Ram Haribhau,JALNA,Rashtriya Sant Sandesh Party,0,10th Pass,"Rs 1,78,63,200","Rs 0, "
7738,Ujiyare Lal Dohare,ETAWAH,AAP,0,Post Graduate,"Rs 9,28,02,808","Rs 20,00,000, "
7739,Ujjawal Kant Hunkar,HAJIPUR,Bharatiya Momin Front,0,Graduate,"Rs 1,05,000","Rs 0, "
7740,Ulaganathan .A,KANCHEEPURAM,IND,0,12th Pass,"Rs 4,18,000","Rs 0, "
7741,Ulhas Vasramji Jadhao,YAVATMAL WASHIM,IND,0,Graduate Professional,"Rs 53,94,200","Rs 8,50,000, "
7742,Ullagi David Jaya Kumar,NANDYAL,AAP,0,Doctorate,"Rs 2,29,000","Rs 1,40,000, "
7743,Uma Bharti,JHANSI,BJP,,5th Pass,"Rs 1,43,76,218","Rs 0, "
7744,Uma Mageswari R.T.,RAMANATHAPURAM,CPI,0,12th Pass,"Rs 6,88,550","Rs 11,65,000, "
7745,Uma Maheswara Rao Areti,VISAKHAPATNAM,IND,0,Post Graduate,"Rs 2,48,000","Rs 0, "
7746,Uma Nath Kole,DUMKA,IND,0,10th Pass,"Rs 3,50,527","Rs 0, "
7747,Uma Saren,JHARGRAM,AITC,0,Graduate Professional,"Rs 4,99,646","Rs 0, "
7748,Umadevi. M,BANGALORE SOUTH,SUCI(C),,Post Graduate,"Rs 4,69,430","Rs 0, "
7749,Umakant,AMETHI,IND,0,Graduate,"Rs 1,81,862","Rs 0, "
7750,Umakant Rahi,NAWADA,Shoshit Samaj Dal,0,Post Graduate,"Rs 26,10,034","Rs 0, "
